index,last index,commit hash,parent hash,extract type,commit text,new class,new class path,origin class,origin class path,extract entities,removed entities,split number,data path,url
100,2409,7301fbe30e6661c67c33552efd28a8d7587aba3d,fd26bc6062ab671ad7675c7cca0465b74723f16b,extractClass,Refactor DexBuffer and DexReader to make them easier to test ,org.jf.dexlib2.dexbacked.BaseDexReader ,org/jf/dexlib2/dexbacked/BaseDexReader.java ,org.jf.dexlib2.dexbacked.DexBuffer,org/jf/dexlib2/dexbacked/DexBuffer.java,readShort(int) readInt(int) readLong(int) readByte(int) readUbyte(int) readUshort(int) readSmallUint(int),readShort(int) readInt(int) readLong(int) readOptionalUint(int) readByte(int) readUbyte(int) readUshort(int) readSmallUint(int),1,god_class_refactor_examples/2409+JesusFreke_smali+7301f+DexBuffer+BaseDexReader.csv,https://github.com/JesusFreke/smali/commit/7301fbe30e6661c67c33552efd28a8d7587aba3d
101,2425,f71712ba5d28df09c9a5b6e3c8a37f05f5e3372d,5e386d51f396deec5743ca9cc4e3f0e7559d3956,extractSuperclass,"Project :: Slimfast  Refactored node hierarchy so that leaf nodes (text, comments, scripts, etc) use 24 bytes vs 40 bytes each. ",org.jsoup.nodes.LeafNode ,org/jsoup/nodes/LeafNode.java ,org.jsoup.nodes.TextNode,org/jsoup/nodes/TextNode.java,"absUrl(String) attr(String) removeAttr(String) attributes() attr(String,String) hasAttr(String) ensureAttributes()","absUrl(String) attr(String) removeAttr(String) attributes() attr(String,String) hasAttr(String) ensureAttributes()",1,god_class_refactor_examples/2425+jhy_jsoup+f7171+TextNode+LeafNode.csv,https://github.com/jhy/jsoup/commit/f71712ba5d28df09c9a5b6e3c8a37f05f5e3372d
102,2446,580bdefb343734bf9494bc6c4e353a2f05b96cb8,3b961a9f8a3b86884436537f9ec8e9cf3028393e,extractClass,Extracted channel manager for chat room-related operations. ,net.java.sip.communicator.impl.protocol.irc.ChannelManager ,net/java/sip/communicator/impl/protocol/irc/ChannelManager.java ,net.java.sip.communicator.impl.protocol.irc.IrcConnection,net/java/sip/communicator/impl/protocol/irc/IrcConnection.java,"kickParticipant(ChatRoomIrcImpl,ChatRoomMember,String) revoke(ChatRoomIrcImpl,String,Mode) grant(ChatRoomIrcImpl,String,Mode) joined leave(String) convertMemberMode(char) join(ChatRoomIrcImpl) leave(ChatRoomIrcImpl) isJoined(ChatRoomIrcImpl) invite(String,ChatRoomIrcImpl) setSubject(ChatRoomIrcImpl,String) banParticipant(ChatRoomIrcImpl,ChatRoomMember,String) getChannelTypes() join(ChatRoomIrcImpl,String) prepareChatRoom(ChatRoomIrcImpl,IRCChannel)","kickParticipant(ChatRoomIrcImpl,ChatRoomMember,String) revoke(ChatRoomIrcImpl,String,Mode) grant(ChatRoomIrcImpl,String,Mode) joined leave(String) convertMemberMode(char) join(ChatRoomIrcImpl) leave(ChatRoomIrcImpl) isJoined(ChatRoomIrcImpl) invite(String,ChatRoomIrcImpl) setSubject(ChatRoomIrcImpl,String) banParticipant(ChatRoomIrcImpl,ChatRoomMember,String) getChannelTypes() join(ChatRoomIrcImpl,String) prepareChatRoom(ChatRoomIrcImpl,IRCChannel)",1,god_class_refactor_examples/2446+jitsi_jitsi+580bd+IrcConnection+ChannelManager.csv,https://github.com/jitsi/jitsi/commit/580bdefb343734bf9494bc6c4e353a2f05b96cb8
103,2457,be3bcff1ec1d0df18fae184761e25d3454e40e9f,100ffddbcd0854b97e5b5e4946e35e163f2014d3,extractClass,"Adds new MUC bundle to handle the chat rooms. Moves ChatRoomWrapper, ChatRoomList and ChatRoomProviderWrapper classes from GUI to the MUC bundle. Moves most of ConferenceChatManager methods in  MUCService. ",net.java.sip.communicator.impl.muc.MUCServiceImpl ,net/java/sip/communicator/impl/muc/MUCServiceImpl.java ,net.java.sip.communicator.impl.gui.main.chat.conference.ConferenceChatManager,net/java/sip/communicator/impl/gui/main/chat/conference/ConferenceChatManager.java,"joinChatRoom(ChatRoomWrapper,String,byte[],String) createChatRoom(String,ProtocolProviderService,Collection<String>,String,boolean) createChatRoom(String,ProtocolProviderService,Collection<String>,String,boolean,boolean,boolean) getExistingChatRooms(ChatRoomProviderWrapper) joinChatRoom(ChatRoom,String,byte[]) doInBackground() createChatRoom(ProtocolProviderService,Collection<String>,String,boolean) addChatRoomListChangeListener(ChatRoomListChangeListener) fireChatRoomListChangedEvent(ChatRoomWrapper,int) createChatRoom(String,ProtocolProviderService,Collection<String>,String,boolean,boolean) createPrivateChatRoom(ProtocolProviderService,Collection<String>,String,boolean) joinChatRoom(String,ChatRoomProviderWrapper) joinChatRoom(ChatRoomWrapper,String,byte[],boolean,boolean,String) getChatRoomList() removeChatRoomListChangeListener(ChatRoomListChangeListener) acceptInvitation(ChatRoomInvitation) joinChatRoom(ChatRoom) joinChatRoom(ChatRoomWrapper) rejectInvitation(OperationSetMultiUserChat,ChatRoomInvitation,String) joinChatRoom(ChatRoomWrapper,String,byte[])","joinChatRoom(ChatRoomWrapper,String,byte[],String) createChatRoom(String,ProtocolProviderService,Collection<String>,String,boolean) createChatRoom(String,ProtocolProviderService,Collection<String>,String,boolean,boolean,boolean) getExistingChatRooms(ChatRoomProviderWrapper) joinChatRoom(ChatRoom,String,byte[]) doInBackground() createChatRoom(ProtocolProviderService,Collection<String>,String,boolean) addChatRoomListChangeListener(ChatRoomListChangeListener) fireChatRoomListChangedEvent(ChatRoomWrapper,int) createChatRoom(String,ProtocolProviderService,Collection<String>,String,boolean,boolean) createPrivateChatRoom(ProtocolProviderService,Collection<String>,String,boolean) joinChatRoom(String,ChatRoomProviderWrapper) isPrivate(ChatRoom) joinChatRoom(ChatRoomWrapper,String,byte[],boolean,boolean,String) getChatRoomList() removeChatRoomListChangeListener(ChatRoomListChangeListener) acceptInvitation(ChatRoomInvitation) joinChatRoom(ChatRoom) joinChatRoom(ChatRoomWrapper) rejectInvitation(OperationSetMultiUserChat,ChatRoomInvitation,String) joinChatRoom(ChatRoomWrapper,String,byte[])",1,god_class_refactor_examples/2457+jitsi_jitsi+be3bc+ConferenceChatManager+MUCServiceImpl.csv,https://github.com/jitsi/jitsi/commit/be3bcff1ec1d0df18fae184761e25d3454e40e9f
104,2470,c5db7000df3e1179e1bc9edf7a3dc44a22dea18f,f8d1421ccac6699e9855f9b83d9d3a9b91294ddf,extractSuperclass,"Adds an abstract general implementation of the ResourceManagementService, which provides a general implementation of resource pack management and can be used by more specific implementations for desktop and android. Patch provided by Pawel Domas on dev (subject: ""[PATCH] Android implementation of ResourceManagementService""). ",net.java.sip.communicator.service.resources.AbstractResourcesService ,net/java/sip/communicator/service/resources/AbstractResourcesService.java ,net.java.sip.communicator.impl.resources.ResourceManagementServiceImpl,net/java/sip/communicator/impl/resources/ResourceManagementServiceImpl.java,"getAvailableLocales() getSoundPath(String) getI18NString(String,String[],Locale) getI18NString(String,Locale) colorPack getI18NString(String) skinPack getSettingsString(String) languageResources settingsResources languagePack imageResources colorResources soundPack getSettingsInputStream(String) languageLocale settingsPack getSettingsURL(String) soundResources getI18NString(String,String[]) getSettingsInputStream(String,Class<?>) getI18nMnemonic(String,Locale) getI18nMnemonic(String) getSettingsInt(String) getImagePath(String) getDefaultResourcePack(String,String) getResources(ResourcePack)","getAvailableLocales() getSoundPath(String) getI18NString(String,String[],Locale) getI18NString(String,Locale) colorPack getI18NString(String) skinPack getSettingsString(String) languageResources settingsResources languagePack imageResources colorResources soundPack getSettingsInputStream(String) languageLocale settingsPack getSettingsURL(String) soundResources getI18NString(String,String[]) getSettingsInputStream(String,Class<?>) getI18nMnemonic(String,Locale) getI18nMnemonic(String) getSettingsInt(String) getImagePath(String) getDefaultResourcePack(String,String) getResources(ResourcePack)",1,god_class_refactor_examples/2470+jitsi_jitsi+c5db7+ResourceManagementServiceImpl+AbstractResourcesService.csv,https://github.com/jitsi/jitsi/commit/c5db7000df3e1179e1bc9edf7a3dc44a22dea18f
105,2475,91b72c32024340e10cb9d295055666d07f41795e,cd2a006b80c6502910387442c5f038b8ef2e8791,extractClass,Moves desktop related utils to plugin/desktoputils. Separates ComponentUtils and WindowsUtils from general GuiUtils. ,net.java.sip.communicator.plugin.desktoputil.ComponentUtils net.java.sip.communicator.plugin.desktoputil.WindowUtils ,net/java/sip/communicator/plugin/desktoputil/ComponentUtils.java net/java/sip/communicator/plugin/desktoputil/WindowUtils.java ,net.java.sip.communicator.util.GuiUtils,net/java/sip/communicator/util/GuiUtils.java,"removeWindow(Window) getDefaultStringSize(String) getStringSize(Component,String) getStringWidth(Component,String) getWindows() addWindow(Window) getComponentIndex(Component,Container) updateComponentTreeUI0(Component) WINDOW_LIST updateComponentTreeUI(Component)","removeWindow(Window) getDefaultStringSize(String) getStringSize(Component,String) getStringWidth(Component,String) getWindows() addWindow(Window) getComponentIndex(Component,Container) updateComponentTreeUI0(Component) WINDOW_LIST updateComponentTreeUI(Component)",2,god_class_refactor_examples/2475+jitsi_jitsi+91b72+GuiUtils+WindowUtils.csv,https://github.com/jitsi/jitsi/commit/91b72c32024340e10cb9d295055666d07f41795e
106,2517,3186bca42c2fb5c62d7cea630e37e9173ecff6b3,c84999149c6dee4b4f5edf7e223e44fb7fa46a1b,extractSuperclass,Separates xcap contactlist implementation and adds option for contacts retrieval from XiVO. ,net.java.sip.communicator.impl.protocol.sip.ServerStoredContactList ,net/java/sip/communicator/impl/protocol/sip/ServerStoredContactList.java ,net.java.sip.communicator.impl.protocol.sip.ServerStoredContactListSipImpl,net/java/sip/communicator/impl/protocol/sip/ServerStoredContactListSipImpl.java,"getContacts(String) isContactExists(String) getUniqueContacts(ContactGroupSipImpl) XCAP_USE_SIP_CREDETIALS rootGroup addGroupListener(ServerStoredGroupListener) getAccountImage() getImage(URI) PRES_CONTENT_IMAGE_NAME fireGroupEvent(ContactGroup,int) XCAP_ENABLE createContact(ContactGroupSipImpl,String,boolean) getImageUri() fireContactAdded(ContactGroupSipImpl,ContactSipImpl) authorizationIgnored(ContactSipImpl) sipProvider isContactPersistent(String) setAccountImage(byte[]) isAccountImageSupported() removeGroupListener(ServerStoredGroupListener) createUnresolvedContactGroup(ContactGroupSipImpl,String) authorizationAccepted(ContactSipImpl) XCAP_SERVER_URI fireContactResolved(ContactGroupSipImpl,ContactSipImpl) serverStoredGroupListeners xCapClient authorizationRejected(ContactSipImpl) XCAP_PASSWORD deleteAccountImage() getAllContacts(ContactGroupSipImpl) getAllGroups(ContactGroupSipImpl) fireContactMoved(ContactGroupSipImpl,ContactGroupSipImpl,ContactSipImpl) fireContactRemoved(ContactGroupSipImpl,ContactSipImpl) getRootGroup() ROOT_GROUP_NAME XCAP_USER createUnresolvedContact(ContactGroupSipImpl,String,String) parentOperationSet","getContacts(String) isContactExists(String) getUniqueContacts(ContactGroupSipImpl) XCAP_USE_SIP_CREDETIALS rootGroup addGroupListener(ServerStoredGroupListener) getAccountImage() getImage(URI) PRES_CONTENT_IMAGE_NAME fireGroupEvent(ContactGroup,int) XCAP_ENABLE createContact(ContactGroupSipImpl,String,boolean) getImageUri() fireContactAdded(ContactGroupSipImpl,ContactSipImpl) authorizationIgnored(ContactSipImpl) sipProvider isContactPersistent(String) setAccountImage(byte[]) isAccountImageSupported() removeGroupListener(ServerStoredGroupListener) createUnresolvedContactGroup(ContactGroupSipImpl,String) authorizationAccepted(ContactSipImpl) XCAP_SERVER_URI fireContactResolved(ContactGroupSipImpl,ContactSipImpl) serverStoredGroupListeners xCapClient authorizationRejected(ContactSipImpl) XCAP_PASSWORD deleteAccountImage() getAllContacts(ContactGroupSipImpl) getAllGroups(ContactGroupSipImpl) fireContactMoved(ContactGroupSipImpl,ContactGroupSipImpl,ContactSipImpl) fireContactRemoved(ContactGroupSipImpl,ContactSipImpl) getRootGroup() ROOT_GROUP_NAME XCAP_USER createUnresolvedContact(ContactGroupSipImpl,String,String) parentOperationSet",1,god_class_refactor_examples/2517+jitsi_jitsi+3186b+ServerStoredContactListSipImpl+ServerStoredContactList.csv,https://github.com/jitsi/jitsi/commit/3186bca42c2fb5c62d7cea630e37e9173ecff6b3
107,2526,5d8f00db513e6d8a0e7e5ae1e8035905477c3f80,785eec24c4be7ffc7fd6bada7797db8af71865bb,extractSubclass,Adds support for RTP over TCP and Google Talk's TCP/TURN-TCP/TURN-SSLTCP candidates. ,net.java.sip.communicator.impl.neomedia.RTPConnectorTCPImpl net.java.sip.communicator.impl.neomedia.RTPConnectorUDPImpl ,net/java/sip/communicator/impl/neomedia/RTPConnectorTCPImpl.java net/java/sip/communicator/impl/neomedia/RTPConnectorUDPImpl.java ,net.java.sip.communicator.impl.neomedia.RTPConnectorImpl,net/java/sip/communicator/impl/neomedia/RTPConnectorImpl.java,controlSocket createControlInputStream() getControlSocket() getDataSocket() createDataInputStream() dataSocket createControlOutputStream() createDataOutputStream(),controlSocket createControlInputStream() getControlSocket() getDataSocket() createDataInputStream() dataSocket createControlOutputStream() createDataOutputStream(),2,god_class_refactor_examples/2526+jitsi_jitsi+5d8f0+RTPConnectorImpl+RTPConnectorUDPImpl.csv,https://github.com/jitsi/jitsi/commit/5d8f00db513e6d8a0e7e5ae1e8035905477c3f80
108,2541,1ccc8a5f2875f1e49d7d7d3945f11b92cffe8df6,b741c059fbf244619d229e068f91d4c2e4ef691f,extractClass,New configurations prepared for the arrive of ice and stun support. ,net.java.sip.communicator.plugin.jabberaccregwizz.AccountPanel net.java.sip.communicator.plugin.jabberaccregwizz.ConnectionPanel ,net/java/sip/communicator/plugin/jabberaccregwizz/AccountPanel.java net/java/sip/communicator/plugin/jabberaccregwizz/ConnectionPanel.java ,net.java.sip.communicator.plugin.jabberaccregwizz.FirstWizardPage,net/java/sip/communicator/plugin/jabberaccregwizz/FirstWizardPage.java,registerPanel portField setNextButtonAccordingToPortAndPriority() resourceLabel advancedOpPanel valuesPanel insertUpdate(DocumentEvent) valuesAdvOpPanel priorityField logger sendKeepAliveBox buttonPanel userIDLabel serverField portLabel jabberNewAccountDialog resourceField removeUpdate(DocumentEvent) gmailNotificationsBox userIDExampleLabel passField priorityLabel passLabel labelsPanel changedUpdate(DocumentEvent) registerArea userIDField labelsAdvOpPanel userIDPassPanel serverLabel emptyPanel USER_NAME_EXAMPLE registerButton rememberPassBox,registerPanel portField setNextButtonAccordingToPortAndPriority() resourceLabel advancedOpPanel valuesPanel insertUpdate(DocumentEvent) valuesAdvOpPanel priorityField logger sendKeepAliveBox buttonPanel userIDLabel serverField portLabel jabberNewAccountDialog mainPanel resourceField removeUpdate(DocumentEvent) gmailNotificationsBox userIDExampleLabel passField priorityLabel passLabel labelsPanel changedUpdate(DocumentEvent) registerArea userIDField labelsAdvOpPanel userIDPassPanel serverLabel emptyPanel USER_NAME_EXAMPLE registerButton rememberPassBox,2,god_class_refactor_examples/2541+jitsi_jitsi+1ccc8+FirstWizardPage+ConnectionPanel.csv,https://github.com/jitsi/jitsi/commit/1ccc8a5f2875f1e49d7d7d3945f11b92cffe8df6
109,2542,61098ebcbdd276e06e7983ecb3af1bac4de0513e,69cc3d122e3505a1963e715603e3671384baa3a3,extractSubclass,First checkin of new GUI classes to support touch screen devices.  This new GUI simpifies handling of SC on devices that do not have a real keyboard and use touch screens instead. ,net.java.sip.communicator.impl.gui.main.MainFrameStandard ,net/java/sip/communicator/impl/gui/main/MainFrameStandard.java ,net.java.sip.communicator.impl.gui.main.MainFrame,net/java/sip/communicator/impl/gui/main/MainFrame.java,"windowClosing(WindowEvent) clearCurrentSearchText() close(boolean) maximize() updateProvidersIndexes(ProtocolProviderService) addProviderContactHandler(ProtocolProviderService,ContactEventHandler) pluginComponentRemoved(PluginComponentEvent) getContactHandlerForProvider(ProtocolProviderService) getContactListPanel() getIdentifier() removeSearchFieldListener(TextFieldChangeListener) bringToFront() getAdHocMultiUserChatOpSet(ProtocolProviderService) removeNativePlugins() createAccountIndex(ProtocolProviderService,String) getMultiUserChatOpSet(ProtocolProviderService) getWebContactInfoOpSet(ProtocolProviderService) getCurrentSearchText() addSearchFieldListener(TextFieldChangeListener) getAccountStatusPanel() initiateProviderIndex(ProtocolProviderService) addNativePlugins() isVisible() addPluginComponent(Component,Container,Object) setVisible(boolean) getTelephonyOpSet(ProtocolProviderService) getProtocolProviderLastStatus(ProtocolProviderService) removePluginComponent(Component,Container,Object) enterKeyTyped() minimize() getSource() setParams(Object[]) ctrlEnterKeyTyped() windowClosed(WindowEvent) getContactHandler(ProtocolProviderService) initPluginComponents() pluginComponentAdded(PluginComponentEvent) getMainMenu()","windowClosing(WindowEvent) clearCurrentSearchText() close(boolean) maximize() updateProvidersIndexes(ProtocolProviderService) addProviderContactHandler(ProtocolProviderService,ContactEventHandler) pluginComponentRemoved(PluginComponentEvent) getContactHandlerForProvider(ProtocolProviderService) getContactListPanel() getIdentifier() removeSearchFieldListener(TextFieldChangeListener) bringToFront() getAdHocMultiUserChatOpSet(ProtocolProviderService) removeNativePlugins() createAccountIndex(ProtocolProviderService,String) getMultiUserChatOpSet(ProtocolProviderService) getWebContactInfoOpSet(ProtocolProviderService) getCurrentSearchText() addSearchFieldListener(TextFieldChangeListener) getAccountStatusPanel() initiateProviderIndex(ProtocolProviderService) addNativePlugins() isVisible() addPluginComponent(Component,Container,Object) setVisible(boolean) getTelephonyOpSet(ProtocolProviderService) getProtocolProviderLastStatus(ProtocolProviderService) removePluginComponent(Component,Container,Object) enterKeyTyped() minimize() getSource() setParams(Object[]) ctrlEnterKeyTyped() windowClosed(WindowEvent) getContactHandler(ProtocolProviderService) initPluginComponents() pluginComponentAdded(PluginComponentEvent) getMainMenu()",1,god_class_refactor_examples/2542+jitsi_jitsi+61098+MainFrame+MainFrameStandard.csv,https://github.com/jitsi/jitsi/commit/61098ebcbdd276e06e7983ecb3af1bac4de0513e
110,2545,42da4218b092c62e11a0a58ea486f2d9d1f874e4,ac6b1ec920077c8fe81d1b3527c787b9cf50388c,extractSuperclass,Moves code from call peer's sip implementation to a super class that would be shared with the jabber implementation ,net.java.sip.communicator.service.protocol.media.AbstractMediaAwareCallPeer ,net/java/sip/communicator/service/protocol/media/AbstractMediaAwareCallPeer.java ,net.java.sip.communicator.impl.protocol.sip.CallPeerSipImpl,net/java/sip/communicator/impl/protocol/sip/CallPeerSipImpl.java,"removeVideoPropertyChangeListener(PropertyChangeListener) securityTurnedOff(int) conferenceFocusChanged(CallPeerConferenceEvent) callPeerAdded(CallPeerEvent) mediaHandlerPropertyChangeListener securityOff(int) isLocalVideoStreaming() addStreamSoundLevelListener(SoundLevelListener) getPeerID() conferenceMemberAdded(CallPeerConferenceEvent) securityMessage(String,String,int) conferenceMemberAudioLevelListeners setImage(byte[]) setCall(CallSipImpl) addConferenceMembersSoundLevelListener(ConferenceMembersSoundLevelListener) peerID isMute() audioLevelChanged(int) streamAudioLevelListeners getImage() audioLevelsReceived(long[][]) setMute(boolean) removeConferenceMembersSoundLevelListener(ConferenceMembersSoundLevelListener) setLocalVideoAllowed(boolean) callPeerRemoved(CallPeerEvent) reevalRemoteHoldStatus() logAndFail(String,Throwable) videoPropertyChangeListeners securityTurnedOn(int,String,String,boolean,byte[]) conferenceMemberRemoved(CallPeerConferenceEvent) image securityMessageReceived(String,String,int) reevalLocalHoldStatus() setPeerID(String) addVideoPropertyChangeListener(PropertyChangeListener) securityOn(int,String,String,boolean) removeStreamSoundLevelListener(SoundLevelListener) setState(CallPeerState,String)","removeVideoPropertyChangeListener(PropertyChangeListener) securityTurnedOff(int) conferenceFocusChanged(CallPeerConferenceEvent) callPeerAdded(CallPeerEvent) mediaHandlerPropertyChangeListener securityOff(int) isLocalVideoStreaming() addStreamSoundLevelListener(SoundLevelListener) getPeerID() conferenceMemberAdded(CallPeerConferenceEvent) securityMessage(String,String,int) conferenceMemberAudioLevelListeners setImage(byte[]) setCall(CallSipImpl) addConferenceMembersSoundLevelListener(ConferenceMembersSoundLevelListener) peerID isMute() audioLevelChanged(int) streamAudioLevelListeners getImage() audioLevelsReceived(long[][]) setMute(boolean) removeConferenceMembersSoundLevelListener(ConferenceMembersSoundLevelListener) setLocalVideoAllowed(boolean) callPeerRemoved(CallPeerEvent) reevalRemoteHoldStatus() logAndFail(String,Throwable) videoPropertyChangeListeners securityTurnedOn(int,String,String,boolean,byte[]) conferenceMemberRemoved(CallPeerConferenceEvent) image securityMessageReceived(String,String,int) reevalLocalHoldStatus() setPeerID(String) addVideoPropertyChangeListener(PropertyChangeListener) securityOn(int,String,String,boolean) removeStreamSoundLevelListener(SoundLevelListener) setState(CallPeerState,String)",1,god_class_refactor_examples/2545+jitsi_jitsi+42da4+CallPeerSipImpl+AbstractMediaAwareCallPeer.csv,https://github.com/jitsi/jitsi/commit/42da4218b092c62e11a0a58ea486f2d9d1f874e4
111,2547,9bb144b9fac4de883311f8f48c2c82a2fec38706,04cac3354cde9cbbf72cd91cef559a02d0143b20,extractSuperclass,Moves code from call peer's sip implementation to a super class that would be shared with the jabber implementation ,net.java.sip.communicator.service.protocol.media.AbstractMediaAwareCall ,net/java/sip/communicator/service/protocol/media/AbstractMediaAwareCall.java ,net.java.sip.communicator.impl.protocol.sip.CallSipImpl,net/java/sip/communicator/impl/protocol/sip/CallSipImpl.java,mute localAudioLevelDelegator isConferenceFocus() localUserAudioLevelListeners peerDisplayNameChanged(CallPeerChangeEvent) getDefaultDevice(MediaType) setConferenceFocus(boolean) localVideoAllowed isMute() peerStateChanged(CallPeerChangeEvent) addLocalUserSoundLevelListener(SoundLevelListener) fireLocalUserAudioLevelChangeEvent(int) peerImageChanged(CallPeerChangeEvent) peerAddressChanged(CallPeerChangeEvent) setMute(boolean) removeCallPeer(CallPeerSipImpl) conferenceFocus mediaUseCase peerTransportAddressChanged(CallPeerChangeEvent) removeLocalUserSoundLevelListener(SoundLevelListener) conferenceAudioMixer addCallPeer(CallPeerSipImpl),mute localAudioLevelDelegator isConferenceFocus() localUserAudioLevelListeners peerDisplayNameChanged(CallPeerChangeEvent) getDefaultDevice(MediaType) setConferenceFocus(boolean) localVideoAllowed isMute() peerStateChanged(CallPeerChangeEvent) addLocalUserSoundLevelListener(SoundLevelListener) fireLocalUserAudioLevelChangeEvent(int) peerImageChanged(CallPeerChangeEvent) peerAddressChanged(CallPeerChangeEvent) setMute(boolean) removeCallPeer(CallPeerSipImpl) conferenceFocus mediaUseCase peerTransportAddressChanged(CallPeerChangeEvent) removeLocalUserSoundLevelListener(SoundLevelListener) conferenceAudioMixer addCallPeer(CallPeerSipImpl),1,god_class_refactor_examples/2547+jitsi_jitsi+9bb14+CallSipImpl+AbstractMediaAwareCall.csv,https://github.com/jitsi/jitsi/commit/9bb144b9fac4de883311f8f48c2c82a2fec38706
112,2584,f2915b330543f10b04369c821959ce021f9f1c9f,d7be117c09946bf02f260c6b0dfb09e1ca610382,extractSuperclass,Ongoing work on call conference user interface. Including part of the work of Dilshan Amadoru accomplished during his GSoC program. ,net.java.sip.communicator.impl.gui.main.call.ParentCallPeerPanel ,net/java/sip/communicator/impl/gui/main/call/ParentCallPeerPanel.java ,net.java.sip.communicator.impl.gui.main.call.CallPeerPanel,net/java/sip/communicator/impl/gui/main/call/CallPeerPanel.java,"setEncryptionCipher(String) isAudioSecurityOn() isVideoSecurityOn setVideoSecurityOn(boolean) muteStatusLabel createSecurityPanel(CallPeerSecurityOnEvent) isVideoSecurityOn() callStatusLabel isAudioSecurityOn setState(String,Icon) setSecured(boolean) createTransferCallButton() setMute(boolean) securityStatusLabel encryptionCipher securityPanel getEncryptionCipher() setAudioSecurityOn(boolean) callDialog","setEncryptionCipher(String) isAudioSecurityOn() isVideoSecurityOn setVideoSecurityOn(boolean) muteStatusLabel createSecurityPanel(CallPeerSecurityOnEvent) isVideoSecurityOn() callStatusLabel stopCallTimer() isAudioSecurityOn setState(String,Icon) setSecured(boolean) createTransferCallButton() setMute(boolean) securityStatusLabel encryptionCipher securityPanel getEncryptionCipher() setAudioSecurityOn(boolean) callDialog",1,god_class_refactor_examples/2584+jitsi_jitsi+f2915+CallPeerPanel+ParentCallPeerPanel.csv,https://github.com/jitsi/jitsi/commit/f2915b330543f10b04369c821959ce021f9f1c9f
113,2598,ee42825cc5a17afd5aea166ba979e9c5dadc1653,5dec195848b0caca6422b50ac850673ef492483e,extractSuperclass,Introduces AbstractPluginComponent which removes duplication from implementations of PluginComponent. Breaks the OTR menu and button in the Chat window (at least) because PluginComponent#setCurrentContact() only works for PluginComponents which are of type Component. ,net.java.sip.communicator.service.gui.AbstractPluginComponent ,net/java/sip/communicator/service/gui/AbstractPluginComponent.java ,net.java.sip.communicator.impl.gui.main.menus.MoreButton,net/java/sip/communicator/impl/gui/main/menus/MoreButton.java,setCurrentContactGroup(MetaContactGroup) getPositionIndex() getContainer() getConstraints() setCurrentContact(MetaContact) setCurrentContact(Contact) isNativeComponent(),setCurrentContactGroup(MetaContactGroup) getPositionIndex() getContainer() getConstraints() setCurrentContact(MetaContact) setCurrentContact(Contact) isNativeComponent(),1,god_class_refactor_examples/2598+jitsi_jitsi+ee428+MoreButton+AbstractPluginComponent.csv,https://github.com/jitsi/jitsi/commit/ee42825cc5a17afd5aea166ba979e9c5dadc1653
114,2602,e2974c6817103f85d8542809a20eede9db8d5142,55b0e3520af51d7324abf24d2a88879d2b894b25,extractClass,Moved key management functionality from ScOtrEngineImpl to ScOtrKeyManager (new). Updated otr4j@112 ,net.java.sip.communicator.plugin.otr.ScOtrKeyManagerImpl ,net/java/sip/communicator/plugin/otr/ScOtrKeyManagerImpl.java ,net.java.sip.communicator.plugin.otr.ScOtrEngineImpl,net/java/sip/communicator/plugin/otr/ScOtrEngineImpl.java,"isContactVerified(Contact) getLocalFingerprint(AccountID) savePublicKey(String,PublicKey) getRemoteFingerprint(Contact) verifyContactFingerprint(Contact) forgetContactFingerprint(Contact)","isContactVerified(Contact) getLocalFingerprint(AccountID) getContact(SessionID) savePublicKey(String,PublicKey) getRemoteFingerprint(Contact) verifyContactFingerprint(Contact) forgetContactFingerprint(Contact) getKeyPair(SessionID)",1,god_class_refactor_examples/2602+jitsi_jitsi+e2974+ScOtrEngineImpl+ScOtrKeyManagerImpl.csv,https://github.com/jitsi/jitsi/commit/e2974c6817103f85d8542809a20eede9db8d5142
115,2603,28f2f8e22a16592921dc773fe34b6e1846dd6e03,b5a7e024dbaa79bb30a55932f63f1e6f0e307a89,extractSuperclass,Introduces a default implementation of OperationSetMultiUserChat which removes duplications from extenders and fixes warnings. ,net.java.sip.communicator.service.protocol.AbstractOperationSetMultiUserChat ,net/java/sip/communicator/service/protocol/AbstractOperationSetMultiUserChat.java ,net.java.sip.communicator.impl.protocol.icq.OperationSetMultiUserChatIcqImpl,net/java/sip/communicator/impl/protocol/icq/OperationSetMultiUserChatIcqImpl.java,"removeInvitationListener(ChatRoomInvitationListener) removePresenceListener(LocalUserChatRoomPresenceListener) removeInvitationRejectionListener(ChatRoomInvitationRejectionListener) addInvitationListener(ChatRoomInvitationListener) fireLocalUserPresenceEvent(ChatRoom,String,String) addInvitationRejectionListener(ChatRoomInvitationRejectionListener) addPresenceListener(LocalUserChatRoomPresenceListener)","removeInvitationListener(ChatRoomInvitationListener) removePresenceListener(LocalUserChatRoomPresenceListener) removeInvitationRejectionListener(ChatRoomInvitationRejectionListener) addInvitationListener(ChatRoomInvitationListener) fireLocalUserPresenceEvent(ChatRoom,String,String) addInvitationRejectionListener(ChatRoomInvitationRejectionListener) addPresenceListener(LocalUserChatRoomPresenceListener)",1,god_class_refactor_examples/2603+jitsi_jitsi+28f2f+OperationSetMultiUserChatIcqImpl+AbstractOperationSetMultiUserChat.csv,https://github.com/jitsi/jitsi/commit/28f2f8e22a16592921dc773fe34b6e1846dd6e03
