index,project name,commit hash,parent hash,extract type,origin class,new class,commit message,url,data path,split number
1571,CalebFenton_simplify,f0ecf98ead8431474f176c33dc986046237e70c8,f23c46e53f42036d79d9830f0ac101774ff8073b,extractClass,org.cf.smalivm.VirtualMachine,org.cf.smalivm.VirtualMachine org.cf.smalivm.ClassManager ,Migrate ClassDef responsibilities to ClassManager  This does not change behavior. It is preparation for implementing lazy loading smali files. ,https://github.com/CalebFenton/simplify/commit/f0ecf98ead8431474f176c33dc986046237e70c8,god_class_refactor_examples/1571+CalebFenton_simplify+f0ecf+VirtualMachine+ClassManager.csv,1
1590,cglib_cglib,072b966cdf8f2e36ff8b1d644df5dc37e94e53d9,11f3e88990933215b96ecb15abb206df16afe560,extractClass,net.sf.cglib.core.Ops,net.sf.cglib.core.Ops net.sf.cglib.core.ReflectOps net.sf.cglib.core.TypeUtils ,"Remove Signatures, Types. Move reflection ops into ReflectOps. ",https://github.com/cglib/cglib/commit/072b966cdf8f2e36ff8b1d644df5dc37e94e53d9,god_class_refactor_examples/1590+cglib_cglib+072b9+Ops+TypeUtils.csv,2
1629,CymChad_BaseRecyclerViewAdapterHelper,7e13383f93f99285819c7a1b9fea08903844ce7d,1fa9a3b002f93c2b790c54def39c9d674f81fcd9,extractSubclass,com.chad.library.adapter.base.BaseQuickAdapter,com.chad.library.adapter.base.BaseQuickAdapter com.chad.library.adapter.base.BaseItemDraggableAdapter ,Change item drag and swipe function to independent class ,https://github.com/CymChad/BaseRecyclerViewAdapterHelper/commit/7e13383f93f99285819c7a1b9fea08903844ce7d,god_class_refactor_examples/1629+CymChad_BaseRecyclerViewAdapterHelper+7e133+BaseQuickAdapter+BaseItemDraggableAdapter.csv,1
1662,deathmarine_Luyten,4999971014d98a00d961101838b0de3967ddc1cc,336a076809430c5e0d533801236b68f4071a95c2,extractClass,com.modcrafting.luyten.Model,com.modcrafting.luyten.Model com.modcrafting.luyten.FileDialog com.modcrafting.luyten.MainMenuBar com.modcrafting.luyten.MainWindow ,Code Outsourcing from Model.java,https://github.com/deathmarine/Luyten/commit/4999971014d98a00d961101838b0de3967ddc1cc,god_class_refactor_examples/1662+deathmarine_Luyten+49999+Model+MainWindow.csv,3
1803,eleme_UETool,741809e54090e7d693a715b4036e26cef67e05e3,637c1421ee40d7746ba8134c31b1ae15a7243211,extractClass,me.ele.uetool.Util,me.ele.uetool.Util me.ele.uetool.fresco.UETFresco ,split freso module ,https://github.com/eleme/UETool/commit/741809e54090e7d693a715b4036e26cef67e05e3,god_class_refactor_examples/1803+eleme_UETool+74180+Util+UETFresco.csv,1
1814,fabric8io_kubernetes-client,3eb9746c409e940dda0265cf4b6fec65ec69bfdb,d8d5ebb2315dca8a8b2b2401b7fec0f0ca51bd5a,extractSuperclass,io.fabric8.openshift.client.osgi.ManagedOpenShiftClient,io.fabric8.openshift.client.osgi.ManagedOpenShiftClient io.fabric8.kubernetes.client.osgi.NamespacedKubernetesClientAdapter ,adding Client.newClient to support withRequestConfig  with the new async logic we cannot rely on a threadlocal and instead need a whole new client.  also cleaning up the adapting methods for managed clients ,https://github.com/fabric8io/kubernetes-client/commit/3eb9746c409e940dda0265cf4b6fec65ec69bfdb,god_class_refactor_examples/1814+fabric8io_kubernetes-client+3eb97+ManagedOpenShiftClient+NamespacedKubernetesClientAdapter.csv,1
1831,Freeyourgadget_Gadgetbridge,90ae3d0019346e2da65f2559588fde0590387f00,ec3b3bf617beaa4de87179d3f088f6f7cb7a9927,extractSuperclass,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioGB6900DeviceSupport,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioGB6900DeviceSupport nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioSupport ,Refactor Casio support and fix alarm handling on all devices ,https://github.com/Freeyourgadget/Gadgetbridge/commit/90ae3d0019346e2da65f2559588fde0590387f00,god_class_refactor_examples/1831+Freeyourgadget_Gadgetbridge+90ae3+CasioGB6900DeviceSupport+CasioSupport.csv,1
1832,Freeyourgadget_Gadgetbridge,90ae3d0019346e2da65f2559588fde0590387f00,ec3b3bf617beaa4de87179d3f088f6f7cb7a9927,extractSuperclass,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioGBX100DeviceSupport,nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioGBX100DeviceSupport nodomain.freeyourgadget.gadgetbridge.service.devices.casio.CasioSupport ,Refactor Casio support and fix alarm handling on all devices ,https://github.com/Freeyourgadget/Gadgetbridge/commit/90ae3d0019346e2da65f2559588fde0590387f00,god_class_refactor_examples/1832+Freeyourgadget_Gadgetbridge+90ae3+CasioGBX100DeviceSupport+CasioSupport.csv,1
1838,Freeyourgadget_Gadgetbridge,71a411bfefca7e2774df9205125f6ccb58b254f4,35dbbd6a318da0b9bc00a2fa31195c88f69392d6,extractSuperclass,nodomain.freeyourgadget.gadgetbridge.service.devices.jyou.y5.Y5Support,nodomain.freeyourgadget.gadgetbridge.service.devices.jyou.y5.Y5Support nodomain.freeyourgadget.gadgetbridge.service.devices.jyou.JYouSupport ,Add a JYouSupport base class as suggested by @ashimokawa   - has common code used by TeclastH30Support and Y5Support ,https://github.com/Freeyourgadget/Gadgetbridge/commit/71a411bfefca7e2774df9205125f6ccb58b254f4,god_class_refactor_examples/1838+Freeyourgadget_Gadgetbridge+71a41+Y5Support+JYouSupport.csv,1
1840,Freeyourgadget_Gadgetbridge,187600b07690f972cabac5b05575bb17caba7076,93726f9e375bf17c57a49e5edcde67231f22894d,extractClass,nodomain.freeyourgadget.gadgetbridge.service.devices.qhybrid.QHybridSupport,nodomain.freeyourgadget.gadgetbridge.service.devices.qhybrid.QHybridSupport nodomain.freeyourgadget.gadgetbridge.service.devices.qhybrid.adapter.misfit.MisfitWatchAdapter ,added abstraction layer ,https://github.com/Freeyourgadget/Gadgetbridge/commit/187600b07690f972cabac5b05575bb17caba7076,god_class_refactor_examples/1840+Freeyourgadget_Gadgetbridge+18760+QHybridSupport+MisfitWatchAdapter.csv,1
1878,Freeyourgadget_Gadgetbridge,3e0bc167412fd1e0a4b449a5797ff8b75aeb482b,6e44ddaee6c8163f838cb64c0f196d10ac533984,extractClass,nodomain.freeyourgadget.gadgetbridge.devices.AbstractSampleProvider,nodomain.freeyourgadget.gadgetbridge.devices.AbstractSampleProvider nodomain.freeyourgadget.gadgetbridge.LockHandler ,"More WIP, but we're getting closer  current state: - storing samples works (tested only mi band) - charts work ",https://github.com/Freeyourgadget/Gadgetbridge/commit/3e0bc167412fd1e0a4b449a5797ff8b75aeb482b,god_class_refactor_examples/1878+Freeyourgadget_Gadgetbridge+3e0bc+AbstractSampleProvider+LockHandler.csv,1
1970,grantland_android-autofittextview,d890646b5bdcc149704055ae4898046d26e9cfae,46d2a2fc844d3a169bf5476c0e11bbfa989364cb,extractClass,me.grantland.widget.AutofitTextView,me.grantland.widget.AutofitTextView me.grantland.widget.AutofitHelper ,Added AutofitHelper  * Moved autofit logic from AutofitTextView * Can utilize in any subclass of TextView (#13) * AutofitHelper.OnTextSizeChangeListener to listen for textSize changes ,https://github.com/grantland/android-autofittextview/commit/d890646b5bdcc149704055ae4898046d26e9cfae,god_class_refactor_examples/1970+grantland_android-autofittextview+d8906+AutofitTextView+AutofitHelper.csv,1
1982,grpc_grpc-java,0be913467dbdbf09abe7a8ec2a9b8de796a3c3ad,486d82a7e112abcad090e37b7ce5114978644923,extractClass,io.grpc.xds.EdsLoadBalancer2Test,io.grpc.xds.EdsLoadBalancer2Test io.grpc.xds.ClusterImplLoadBalancerTest ,"xds: move drop support and circuit breaking into xds_cluster_impl LB policy (#7631)  Implementation for cluster_impl LB policy as per C2P design. This policy sits in the middle of priority LB policy and weighted_target LB policy, its major functionality is to handle drops and apply circuit breakers.    The idea is to move implementations of handling drops and circuit breakers from the EDS LB policy (will be split to cluster_resolver LB policy and cluster_impl LB policy) to cluster_impl LB policy.",https://github.com/grpc/grpc-java/commit/0be913467dbdbf09abe7a8ec2a9b8de796a3c3ad,god_class_refactor_examples/1982+grpc_grpc-java+0be91+EdsLoadBalancer2Test+ClusterImplLoadBalancerTest.csv,1
2002,grpc_grpc-java,2de5b4e254a09f69555251151c2a8b950310bc9b,718f0369cbf55e672877443211f5a7e2d9a71385,extractClass,io.grpc.xds.XdsClientImplTest,io.grpc.xds.XdsClientImplTest io.grpc.xds.XdsClientTestHelper ,xds: move methods for building test xDS proto messages into a utility class (#6501)  Move helper methods for building xDS protobuf messages into a utility class for code sharing. Tests for gRPC components that use `XdsClient` instance may want to use these methods as well.  ,https://github.com/grpc/grpc-java/commit/2de5b4e254a09f69555251151c2a8b950310bc9b,god_class_refactor_examples/2002+grpc_grpc-java+2de5b+XdsClientImplTest+XdsClientTestHelper.csv,1
2082,grpc_grpc-java,048649e5e4a47a92b2e8e5236322e4033089a585,4e315e011061f3a345e0025a22c80c0ce13a12a3,extractSuperclass,com.google.net.stubby.newtransport.netty.NettyClientHandlerTest,com.google.net.stubby.newtransport.netty.NettyClientHandlerTest com.google.net.stubby.newtransport.netty.NettyHandlerTestBase ,"Implements the netty-based server transport.  Interface changes - Moves halfClose() from Stream to ClientStream, because it's only valid on the client and ServerStream already has close().  Implementation details - Splits the cient-specific logic from AbstractStream and forms AbstractClientStream. - Creates AbstractServerStream for server-specific logic - Creates NettyServerHandler which is the server counterpart of NettyClientHandler - Refactors NettyClientHandlerTest and NettyClientStreamTest to share code with NettyServerHandlerTest and NettyServerStreamTest - Updated NettyServer to work with the transport. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=74347890 ",https://github.com/grpc/grpc-java/commit/048649e5e4a47a92b2e8e5236322e4033089a585,god_class_refactor_examples/2082+grpc_grpc-java+04864+NettyClientHandlerTest+NettyHandlerTestBase.csv,1
2083,grpc_grpc-java,048649e5e4a47a92b2e8e5236322e4033089a585,4e315e011061f3a345e0025a22c80c0ce13a12a3,extractSuperclass,com.google.net.stubby.newtransport.netty.NettyClientStreamTest,com.google.net.stubby.newtransport.netty.NettyClientStreamTest com.google.net.stubby.newtransport.netty.NettyStreamTestBase ,"Implements the netty-based server transport.  Interface changes - Moves halfClose() from Stream to ClientStream, because it's only valid on the client and ServerStream already has close().  Implementation details - Splits the cient-specific logic from AbstractStream and forms AbstractClientStream. - Creates AbstractServerStream for server-specific logic - Creates NettyServerHandler which is the server counterpart of NettyClientHandler - Refactors NettyClientHandlerTest and NettyClientStreamTest to share code with NettyServerHandlerTest and NettyServerStreamTest - Updated NettyServer to work with the transport. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=74347890 ",https://github.com/grpc/grpc-java/commit/048649e5e4a47a92b2e8e5236322e4033089a585,god_class_refactor_examples/2083+grpc_grpc-java+04864+NettyClientStreamTest+NettyStreamTestBase.csv,1
2089,h2database_h2database,3fd43e46d3fb4daa3a270c7e7458a436a8074ebd,0991a8adc4271e8de4ecfec29557539e16082fa9,extractSuperclass,org.h2.table.TableView,org.h2.table.TableView org.h2.table.QueryExpressionTable ,Fix OOME with nested derived tables ,https://github.com/h2database/h2database/commit/3fd43e46d3fb4daa3a270c7e7458a436a8074ebd,god_class_refactor_examples/2089+h2database_h2database+3fd43+TableView+QueryExpressionTable.csv,1
2095,h2database_h2database,2fa2aa09e639c566a4222bb19808a766523af2c2,cab5338ee7844b9358bbed7e1da3e686e1dfb8a6,extractSubclass,org.h2.value.ValueLob,org.h2.value.ValueLob org.h2.value.ValueBlob org.h2.value.ValueClob ,Add separate LOB data layer for values ,https://github.com/h2database/h2database/commit/2fa2aa09e639c566a4222bb19808a766523af2c2,god_class_refactor_examples/2095+h2database_h2database+2fa2a+ValueLob+ValueClob.csv,2
2107,h2database_h2database,375a6d6e1260a9e4f84fb2ddddad9aaf6984d635,923e1a500e634df3b86d899b85856c0978e333b2,extractSuperclass,org.h2.result.ResultRemote,org.h2.result.ResultRemote org.h2.result.FetchedResult ,Add FetchedResult as a base class for LazyResult and ResultRemote ,https://github.com/h2database/h2database/commit/375a6d6e1260a9e4f84fb2ddddad9aaf6984d635,god_class_refactor_examples/2107+h2database_h2database+375a6+ResultRemote+FetchedResult.csv,1
2108,h2database_h2database,375a6d6e1260a9e4f84fb2ddddad9aaf6984d635,923e1a500e634df3b86d899b85856c0978e333b2,extractSuperclass,org.h2.result.LazyResult,org.h2.result.LazyResult org.h2.result.FetchedResult ,Add FetchedResult as a base class for LazyResult and ResultRemote ,https://github.com/h2database/h2database/commit/375a6d6e1260a9e4f84fb2ddddad9aaf6984d635,god_class_refactor_examples/2108+h2database_h2database+375a6+LazyResult+FetchedResult.csv,1
2144,h2database_h2database,f6c84d81089585dd095f7cd3d440f9ebbc8055a4,eeb6ca2deee36119417273c2ccef1e6f46296a37,extractSuperclass,org.h2.value.ValueNumeric,org.h2.value.ValueNumeric org.h2.value.ValueBigDecimalBase ,Initial implementation of DECFLOAT data type ,https://github.com/h2database/h2database/commit/f6c84d81089585dd095f7cd3d440f9ebbc8055a4,god_class_refactor_examples/2144+h2database_h2database+f6c84+ValueNumeric+ValueBigDecimalBase.csv,1
2161,h2database_h2database,7c6f025d624eabc73136d3444176f7b74d9852f1,0dfaa93920cdd6707875a5a8b1d79f0ce7391fcc,extractSubclass,org.h2.value.ValueLob,org.h2.value.ValueLob org.h2.value.ValueLobDatabase org.h2.value.ValueLobFile org.h2.value.ValueLobInMemory ,"split up the ValueLob classes  into separate subclasses, each reflective of their specific purpose, to make state management explicit here. ",https://github.com/h2database/h2database/commit/7c6f025d624eabc73136d3444176f7b74d9852f1,god_class_refactor_examples/2161+h2database_h2database+7c6f0+ValueLob+ValueLobInMemory.csv,3
2165,h2database_h2database,a6dc79f39f3d318a380b871f253a6e86dbb1c294,4ffaf4de29255a45c9faa9ec8f060b661e5086ac,extractSuperclass,org.h2.expression.BinaryOperation,org.h2.expression.BinaryOperation org.h2.expression.Operation2 ,Add abstract class Operation2 to reduce code duplication ,https://github.com/h2database/h2database/commit/a6dc79f39f3d318a380b871f253a6e86dbb1c294,god_class_refactor_examples/2165+h2database_h2database+a6dc7+BinaryOperation+Operation2.csv,1
2171,h2database_h2database,e71ada9fe9bf82d113525c1039a98679e584b347,0dfb089b3699aafe03f696ff18c0d775ce931150,extractSuperclass,org.h2.value.ValueJson,org.h2.value.ValueJson org.h2.value.ValueBytesBase ,Add abstract ValueBytesBase class ,https://github.com/h2database/h2database/commit/e71ada9fe9bf82d113525c1039a98679e584b347,god_class_refactor_examples/2171+h2database_h2database+e71ad+ValueJson+ValueBytesBase.csv,1
2189,h2database_h2database,06c0027b5d5d901319efdeeb5005b099361d3168,1ee68a36e238448470441ae47b0817d83b9f0779,extractSuperclass,org.h2.table.FunctionTable,org.h2.table.FunctionTable org.h2.table.VirtualTable ,Extract some code from FunctionTable into new parent class VirtualTable ,https://github.com/h2database/h2database/commit/06c0027b5d5d901319efdeeb5005b099361d3168,god_class_refactor_examples/2189+h2database_h2database+06c00+FunctionTable+VirtualTable.csv,1
2191,h2database_h2database,e54decc1c58fd5883c68df2b685e4eb0f64b37b2,19ed66c8bf95492225d392fab54e641d90d31020,extractSuperclass,org.h2.mvstore.db.MVTable,org.h2.mvstore.db.MVTable org.h2.table.RegularTable ,Extract shared code into RegularTable ,https://github.com/h2database/h2database/commit/e54decc1c58fd5883c68df2b685e4eb0f64b37b2,god_class_refactor_examples/2191+h2database_h2database+e54de+MVTable+RegularTable.csv,1
2192,h2database_h2database,e54decc1c58fd5883c68df2b685e4eb0f64b37b2,19ed66c8bf95492225d392fab54e641d90d31020,extractSuperclass,org.h2.table.PageStoreTable,org.h2.table.PageStoreTable org.h2.table.RegularTable ,Extract shared code into RegularTable ,https://github.com/h2database/h2database/commit/e54decc1c58fd5883c68df2b685e4eb0f64b37b2,god_class_refactor_examples/2192+h2database_h2database+e54de+PageStoreTable+RegularTable.csv,1
2200,h2database_h2database,25b98d52c19bb87185aaae846d8bcdcf6edbf5bc,7e39f8a210eabe0beaa376cfca4cf5d48b64cf0b,extractClass,org.h2.command.dml.MergeUsing,org.h2.command.dml.MergeUsing org.h2.command.dml.MergeUsing.WhenMatched org.h2.command.dml.MergeUsing.WhenNotMatched ,Allow multiple WHEN conditions in MERGE USING ,https://github.com/h2database/h2database/commit/25b98d52c19bb87185aaae846d8bcdcf6edbf5bc,god_class_refactor_examples/2200+h2database_h2database+25b98+MergeUsing+WhenNotMatched.csv,2
2203,h2database_h2database,08913f798a76c21b6e582153de41c2247dfeb635,3814c595ef4753a230e8ff81e553c59ed1493854,extractSuperclass,org.h2.expression.aggregate.AbstractAggregate,org.h2.expression.aggregate.AbstractAggregate org.h2.expression.aggregate.DataAnalysisOperation ,Extract DataAnalysisOperation from AbstractAggregate ,https://github.com/h2database/h2database/commit/08913f798a76c21b6e582153de41c2247dfeb635,god_class_refactor_examples/2203+h2database_h2database+08913+AbstractAggregate+DataAnalysisOperation.csv,1
2209,h2database_h2database,f0169c8820132efb8b1a82cf5d9a5754cf1cd990,f6a0794f7413f3b49878850db16d89a13fe66dcc,extractClass,org.h2.util.DateTimeUtils,org.h2.util.DateTimeUtils org.h2.util.IntervalUtils ,Extract IntervalUtils from DateTimeUtils ,https://github.com/h2database/h2database/commit/f0169c8820132efb8b1a82cf5d9a5754cf1cd990,god_class_refactor_examples/2209+h2database_h2database+f0169+DateTimeUtils+IntervalUtils.csv,1
2227,h2database_h2database,2c903f83a96c419df2ca4a316632a1efbf48dd94,cf06d6ec2e3ad7ca86268e6c84b3a1d465b868a9,extractSuperclass,org.h2.value.ValueEnum,org.h2.value.ValueEnum org.h2.value.ValueEnumBase ,"enum-support: in Transfer, use base ValueEnumBase when reading ",https://github.com/h2database/h2database/commit/2c903f83a96c419df2ca4a316632a1efbf48dd94,god_class_refactor_examples/2227+h2database_h2database+2c903+ValueEnum+ValueEnumBase.csv,1
2241,h2database_h2database,5f3ca2005ac31e7109c9f44653d1ad8767472e01,62710f4f96c9b1ff6635221024dcde641eba94f7,extractClass,org.h2.dev.store.btree.BtreeMap,org.h2.dev.store.btree.BtreeMap org.h2.dev.store.btree.DataUtils ,Documentation,https://github.com/h2database/h2database/commit/5f3ca2005ac31e7109c9f44653d1ad8767472e01,god_class_refactor_examples/2241+h2database_h2database+5f3ca+BtreeMap+DataUtils.csv,1
2245,h2database_h2database,1779fdf179095ed5ad41da1943f325b20706c36b,e78bb783f4688dbc0221235c77a38e4ef4cc4a43,extractClass,org.h2.util.IOUtils,org.h2.util.IOUtils org.h2.store.fs.FileUtils ,Improved compatibility with the Java 7 FileSystem abstraction.,https://github.com/h2database/h2database/commit/1779fdf179095ed5ad41da1943f325b20706c36b,god_class_refactor_examples/2245+h2database_h2database+1779f+IOUtils+FileUtils.csv,1
2248,h2database_h2database,63ff66435d25cee15c89d447b8ac63a2c629684f,0068afd00841cfaa95b9e71cbe47289d6941f400,extractSuperclass,org.h2.test.utils.RecordingFileSystem,org.h2.test.utils.RecordingFileSystem org.h2.store.fs.FileSystemWrapper ,TCP Server: a base directory with a prefix with a database name with prefix didn't work as expected (this only applies to non-disk and wrapped file systems).,https://github.com/h2database/h2database/commit/63ff66435d25cee15c89d447b8ac63a2c629684f,god_class_refactor_examples/2248+h2database_h2database+63ff6+RecordingFileSystem+FileSystemWrapper.csv,1
2250,h2database_h2database,63ff66435d25cee15c89d447b8ac63a2c629684f,0068afd00841cfaa95b9e71cbe47289d6941f400,extractSuperclass,org.h2.store.fs.FileSystemSplit,org.h2.store.fs.FileSystemSplit org.h2.store.fs.FileSystemWrapper ,TCP Server: a base directory with a prefix with a database name with prefix didn't work as expected (this only applies to non-disk and wrapped file systems).,https://github.com/h2database/h2database/commit/63ff66435d25cee15c89d447b8ac63a2c629684f,god_class_refactor_examples/2250+h2database_h2database+63ff6+FileSystemSplit+FileSystemWrapper.csv,1
2262,h2database_h2database,edce69342da3fb6d36a1835930c39c0619ff107b,a35fdf7de26a8e7aa9be17cb75de2903a02d69c4,extractClass,org.h2.fulltext.FullText,org.h2.fulltext.FullText org.h2.fulltext.FullText.FullTextTrigger ,fulltext search refactoring,https://github.com/h2database/h2database/commit/edce69342da3fb6d36a1835930c39c0619ff107b,god_class_refactor_examples/2262+h2database_h2database+edce6+FullText+FullTextTrigger.csv,1
2265,h2database_h2database,ab1e8d62dd713a80597c864d35b66ac956e060cf,784e7774be051b59cc35be42c3dd1644ac216322,extractClass,org.h2.util.FileUtils,org.h2.util.FileUtils org.h2.store.fs.FileSystem org.h2.store.fs.FileSystemDisk ,,https://github.com/h2database/h2database/commit/ab1e8d62dd713a80597c864d35b66ac956e060cf,god_class_refactor_examples/2265+h2database_h2database+ab1e8+FileUtils+FileSystemDisk.csv,2
2322,h2oai_h2o-2,f7b4e120ef2fcc5d672e7236cf4935dc859f97c8,01147d80b9df3416a6831a04e50ca1bb23ff22fb,extractClass,H2OInit.Boot,H2OInit.Boot H2OInit.Weaver ,Separate weaving from classloading ,https://github.com/h2oai/h2o-2/commit/f7b4e120ef2fcc5d672e7236cf4935dc859f97c8,god_class_refactor_examples/2322+h2oai_h2o-2+f7b4e+Boot+Weaver.csv,1
2380,jboss-javassist_javassist,cdca9771599b4c3337aaf42cf7460a27dc1719d5,ced4ae1f0e2130b36cb51faf6345d5b8e036585e,extractClass,javassist.compiler.MemberCodeGen,javassist.compiler.MemberCodeGen javassist.compiler.MemberResolver ,I implemented a type checker for better code generation.   git-svn-id: http://anonsvn.jboss.org/repos/javassist/trunk@55 30ef5769-5b8d-40dd-aea6-55b5d6557bb3 ,https://github.com/jboss-javassist/javassist/commit/cdca9771599b4c3337aaf42cf7460a27dc1719d5,god_class_refactor_examples/2380+jboss-javassist_javassist+cdca9+MemberCodeGen+MemberResolver.csv,1
2409,JesusFreke_smali,7301fbe30e6661c67c33552efd28a8d7587aba3d,fd26bc6062ab671ad7675c7cca0465b74723f16b,extractClass,org.jf.dexlib2.dexbacked.DexBuffer,org.jf.dexlib2.dexbacked.DexBuffer org.jf.dexlib2.dexbacked.BaseDexReader ,Refactor DexBuffer and DexReader to make them easier to test ,https://github.com/JesusFreke/smali/commit/7301fbe30e6661c67c33552efd28a8d7587aba3d,god_class_refactor_examples/2409+JesusFreke_smali+7301f+DexBuffer+BaseDexReader.csv,1
2425,jhy_jsoup,f71712ba5d28df09c9a5b6e3c8a37f05f5e3372d,5e386d51f396deec5743ca9cc4e3f0e7559d3956,extractSuperclass,org.jsoup.nodes.TextNode,org.jsoup.nodes.TextNode org.jsoup.nodes.LeafNode ,"Project :: Slimfast  Refactored node hierarchy so that leaf nodes (text, comments, scripts, etc) use 24 bytes vs 40 bytes each. ",https://github.com/jhy/jsoup/commit/f71712ba5d28df09c9a5b6e3c8a37f05f5e3372d,god_class_refactor_examples/2425+jhy_jsoup+f7171+TextNode+LeafNode.csv,1
2446,jitsi_jitsi,580bdefb343734bf9494bc6c4e353a2f05b96cb8,3b961a9f8a3b86884436537f9ec8e9cf3028393e,extractClass,net.java.sip.communicator.impl.protocol.irc.IrcConnection,net.java.sip.communicator.impl.protocol.irc.IrcConnection net.java.sip.communicator.impl.protocol.irc.ChannelManager ,Extracted channel manager for chat room-related operations. ,https://github.com/jitsi/jitsi/commit/580bdefb343734bf9494bc6c4e353a2f05b96cb8,god_class_refactor_examples/2446+jitsi_jitsi+580bd+IrcConnection+ChannelManager.csv,1
2457,jitsi_jitsi,be3bcff1ec1d0df18fae184761e25d3454e40e9f,100ffddbcd0854b97e5b5e4946e35e163f2014d3,extractClass,net.java.sip.communicator.impl.gui.main.chat.conference.ConferenceChatManager,net.java.sip.communicator.impl.gui.main.chat.conference.ConferenceChatManager net.java.sip.communicator.impl.muc.MUCServiceImpl ,"Adds new MUC bundle to handle the chat rooms. Moves ChatRoomWrapper, ChatRoomList and ChatRoomProviderWrapper classes from GUI to the MUC bundle. Moves most of ConferenceChatManager methods in  MUCService. ",https://github.com/jitsi/jitsi/commit/be3bcff1ec1d0df18fae184761e25d3454e40e9f,god_class_refactor_examples/2457+jitsi_jitsi+be3bc+ConferenceChatManager+MUCServiceImpl.csv,1
2470,jitsi_jitsi,c5db7000df3e1179e1bc9edf7a3dc44a22dea18f,f8d1421ccac6699e9855f9b83d9d3a9b91294ddf,extractSuperclass,net.java.sip.communicator.impl.resources.ResourceManagementServiceImpl,net.java.sip.communicator.impl.resources.ResourceManagementServiceImpl net.java.sip.communicator.service.resources.AbstractResourcesService ,"Adds an abstract general implementation of the ResourceManagementService, which provides a general implementation of resource pack management and can be used by more specific implementations for desktop and android. Patch provided by Pawel Domas on dev (subject: ""[PATCH] Android implementation of ResourceManagementService""). ",https://github.com/jitsi/jitsi/commit/c5db7000df3e1179e1bc9edf7a3dc44a22dea18f,god_class_refactor_examples/2470+jitsi_jitsi+c5db7+ResourceManagementServiceImpl+AbstractResourcesService.csv,1
2475,jitsi_jitsi,91b72c32024340e10cb9d295055666d07f41795e,cd2a006b80c6502910387442c5f038b8ef2e8791,extractClass,net.java.sip.communicator.util.GuiUtils,net.java.sip.communicator.util.GuiUtils net.java.sip.communicator.plugin.desktoputil.ComponentUtils net.java.sip.communicator.plugin.desktoputil.WindowUtils ,Moves desktop related utils to plugin/desktoputils. Separates ComponentUtils and WindowsUtils from general GuiUtils. ,https://github.com/jitsi/jitsi/commit/91b72c32024340e10cb9d295055666d07f41795e,god_class_refactor_examples/2475+jitsi_jitsi+91b72+GuiUtils+WindowUtils.csv,2
2517,jitsi_jitsi,3186bca42c2fb5c62d7cea630e37e9173ecff6b3,c84999149c6dee4b4f5edf7e223e44fb7fa46a1b,extractSuperclass,net.java.sip.communicator.impl.protocol.sip.ServerStoredContactListSipImpl,net.java.sip.communicator.impl.protocol.sip.ServerStoredContactListSipImpl net.java.sip.communicator.impl.protocol.sip.ServerStoredContactList ,Separates xcap contactlist implementation and adds option for contacts retrieval from XiVO. ,https://github.com/jitsi/jitsi/commit/3186bca42c2fb5c62d7cea630e37e9173ecff6b3,god_class_refactor_examples/2517+jitsi_jitsi+3186b+ServerStoredContactListSipImpl+ServerStoredContactList.csv,1
2526,jitsi_jitsi,5d8f00db513e6d8a0e7e5ae1e8035905477c3f80,785eec24c4be7ffc7fd6bada7797db8af71865bb,extractSubclass,net.java.sip.communicator.impl.neomedia.RTPConnectorImpl,net.java.sip.communicator.impl.neomedia.RTPConnectorImpl net.java.sip.communicator.impl.neomedia.RTPConnectorTCPImpl net.java.sip.communicator.impl.neomedia.RTPConnectorUDPImpl ,Adds support for RTP over TCP and Google Talk's TCP/TURN-TCP/TURN-SSLTCP candidates. ,https://github.com/jitsi/jitsi/commit/5d8f00db513e6d8a0e7e5ae1e8035905477c3f80,god_class_refactor_examples/2526+jitsi_jitsi+5d8f0+RTPConnectorImpl+RTPConnectorUDPImpl.csv,2
2541,jitsi_jitsi,1ccc8a5f2875f1e49d7d7d3945f11b92cffe8df6,b741c059fbf244619d229e068f91d4c2e4ef691f,extractClass,net.java.sip.communicator.plugin.jabberaccregwizz.FirstWizardPage,net.java.sip.communicator.plugin.jabberaccregwizz.FirstWizardPage net.java.sip.communicator.plugin.jabberaccregwizz.AccountPanel net.java.sip.communicator.plugin.jabberaccregwizz.ConnectionPanel ,New configurations prepared for the arrive of ice and stun support. ,https://github.com/jitsi/jitsi/commit/1ccc8a5f2875f1e49d7d7d3945f11b92cffe8df6,god_class_refactor_examples/2541+jitsi_jitsi+1ccc8+FirstWizardPage+ConnectionPanel.csv,2
